review,Trang,Uyên,Đạt,Gold
"Family: *Doesn't want girl to be sexually objectified Netflix: Ah yes, evil villian",1,0,1,-
Fantástico número #1,2,2,2,-
fast forward almost 5 years . this beat still hits hard,1,1,1,1
Father Grassi: What a Time to be alive,1,1,1,1
"Father: Hey son, if you could go back in time, what would you do?  Would you kill hitler? Son: No father, I’d do something much better😏  The night is November 19, 1996.  The son takes a newborn baby, and chucks it out the window of the Maternity Ward, thus Ricegum never exists",0,0,0,0
Favourite song I'll never forget this song never ever,1,1,1,1
"FBI, let's be clear. I'm only here to see the dislike count and make my own contribution.",1,2,1,-
"FBI: Sees 32K likes  ladies and gentlemen, we got em",2,2,2,-
"Federal Sentencing Guidelines regarding child pornography differentiate between production, distribution and purchasing/receiving, and also include variations in severity based on the age of the child involved in the materials, with significant increases in penalties when the offense involves a prepubescent child or a child under the age of 12. The punishments are usually very severe normally ranging from 5 years' to 40 years' imprisonment. The U.S. laws against child pornography are always enforced and among the harshest in the world. Netflix and everyone that streams this is committing a crime and going down.",2,2,2,-
Feels so satisfying to come back after watching what he said on drama alert saying that he's going to surpass iDubbbz's video soon yet he's still 41 million people away.,1,2,2,-
felicidades por los mil millones de visitas,2,2,2,-
Felicidades Saludos por 1B,2,2,2,-
felicidades ya llego a los 1 billion s de views,2,2,2,-
Felicitaciones :'),2,2,2,-
Few seconds in and already loving the trailer. The Eternals were a cool team in the comics and glad they now finally have an live action adaption.,1,1,1,1
Few years later and Rice is still the GOAT💯,1,1,1,1
Fight him,2,2,2,-
Fight ksi then we’ll talk,2,2,2,-
Fiiireee🔥🔥🔥,2,2,2,-
Filmão!,2,2,2,-
Films like this makes it understandable as to why machines always seem to deem humans as inferior and needing to destroyed in sci fi films,0,2,0,-
"Finall seen it, and it was appalling. How did they think this wud work",0,1,1,-
Finally 1 billion 🔥🔥🔥🔥,1,1,1,1
"Finally 1 billion, let's go        Essketit",1,1,1,1
"Finally cuties have a positive like ratio as the creators intended.   Next: Make an algorithm to filter all the bad comments out and leave only the positive once.   Make the ordinary people with common sense believe that something is wrong with them.  Well done, job done ✅",1,1,1,1
Finally going tomorrow to see ❤️....,1,1,1,1
"Finally got round to watching it on Disney+.I'd give it 5/10 and Richard Madden must never be James Bond, What a bore he is!",0,0,0,0
Finally hit 1B views well done Pump,1,1,1,1
finally realised why the dislike button was removed,0,0,0,0
"Finally seen it, I don't get what the reviews are on about: this is the best MCU movie ever made so far. I was blown away.",1,1,1,1
finally something the world agrees on.,1,1,1,1
finally that billion came! Let the money come 😂😂😍,2,2,2,-
Finally the world discover the real face of netflix,0,2,2,-
"Finally watched Eternals on my flight to San Diego and looking back at that RDC video and them gassing the Eternals up, they were cappin about beating the avengers lmao",2,2,2,-
Finally watching it... it hurts... did they 'steal' away all the DC movie writers?,0,1,1,-
Finn and Millie is the best ❤️❤️❤️❤️❤️,1,1,1,1
Fire,2,2,2,-
Fire ……………………………… on mute,2,2,2,-
Fire 🔥,2,2,2,-
Fire 🔥,2,2,2,-
Fire 🔥,2,2,2,-
Fire 🔥,2,2,2,-
Fire 🔥,2,2,2,-
Fire 🔥,2,2,2,-
Fire 🔥🔥,2,2,2,-
FIRE 🔥🔥🔥,2,2,2,-
Fire 🔥🔥🔥,2,2,2,-
FIRE 🔥🔥🔥,2,2,2,-
fire 🔥🔥🔥🔥,2,2,2,-
Fire 🔥🔥🔥🔥,2,2,2,-
FIRE 🔥🔥🔥🔥🔥,2,2,2,-
Fire AF 🔊🔊🔊👏👏👏,2,2,2,-
Fire af💯,2,2,2,-
Fire nonetheless 😎,1,1,1,1
fire ricebrozi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  Legend,1,1,1,1
Fire track rice!!!,1,1,1,1
Fire your shots at me I wanna die after listening to this song,0,1,0,-
FIRE!!!!!!!!! COME ON RICE!!!!!!!!!,2,2,2,-
FIRE.........💯💯💯💯,2,2,2,-
Fire🔥,2,2,2,-
Fire🔥🔥,2,2,2,-
Fire🔥🔥,2,2,2,-
Fire🔥🔥,2,2,2,-
Fire🔥🔥,2,2,2,-
Fire🔥🔥,2,2,2,-
Fire🔥🔥🔥,2,2,2,-
Fire🔥🔥🔥,2,2,2,-
Firee🔥🔥🔥🔥,2,2,2,-
FIREEE 💥🔥🔥🔥,2,2,2,-
FIREEE!!!!! 🔥🔥🔥🔥🔥🔥,2,2,2,-
Fireeee💥🔥🔥,2,2,2,-
FIREEEE🔥,2,2,2,-
fireeeeeee I had a mild sezire brooooooo your bars cant compare to back around 2013-16,1,1,1,1
First elite and now cuties. Finally Netflix showing its true colours.,1,1,1,1
"First of all, let's point out that the twerk dance is not just a bad thing for Muslims who believe in the religion of Islam, it is also a bad thing that concerns all people and should not confuse children with these 11-year-olds.",0,2,2,-
"first of all, netflix wtf??? second, take this movie tf down.",0,0,0,0
"First of all, this “coming of age” movie is adult rated. So kids can’t even legally watch it on their own. So if this movie really isn’t for kids, then who is it for???",0,0,0,0
"First off I want to say I actually Loved the movie... May not be the best hero movie which WE all can agree but unlike most people I actually Truly Enjoyed the Movie! When I went to the movies to go see it I didn't quit get it. But thanks to Disney+ and watching it at least 5 or 6times now since released I have a Better Understanding of it. Had to go back and watch Guardians Of The Galaxy Vol 2 because I though of Peter Quill's father and of course I watched Avengers Infinity War again Thanks ONCE AGAIN TO Disney+ but It really makes me thank of Thano's Differently now as When he said the Universe required correction. Sacrificing Billions to save Trillions.... I get why he did it now, Snapping away half of the people on Earth also Delayed the Celestial from waking up because as Arishem said Life is what brings the Celestial to life.  Not saying Thano's knew about them but it makes you think he SOMEWHAT KNEW About Something close, so Snapping everyone away worked but as you know when the Avengers Brought Everyone back it resumed the Process on Earth. But yes unlike MOST I actually enjoyed it",1,1,1,1
First off I would be happy with it but it is the same as it was when you were a child in the first grade of school you were a teacher in the school district of new Jersey in a way you svinei a great school of art in a world where people who are in a different environment and have a better sense of what they are doing and how they are doing it than our own society is a good way of thinking of our future and how to do the right things for ourselves in our own life in our lives where they can learn and understand how we feel each day we are together in the future that are the most common to the community of life that are always on their minds as well so they have the same thing to be a better and more powerful person to have a relationship and to have the right of God in the same thing we are in our hearts to God that is our lives than the world ourselves in life that,1,1,1,1
First part is done by a ghost writer  The second part is done my him thats why the last part is cancer,0,0,0,0
First place I came to test if the return youtube dislikes extension was working,0,0,0,0
First time I ever seen rice take a L. He put up a fight though.,2,2,2,-
First Time i listen ti this Song: i don't Like It Secondo time: mmhh good Third Time: GUCCI GANG GUCCI GANG GUCCI GANG GUCCI GANG GUCCI GANG GUCCI GANG,1,1,1,1
"First time I was completely fooled by a trailer. WOW. The movie is awesome, the trailer doesn't show not even 3 percent of the movie. I just wish thena had more talking time but overall it was great.",1,1,1,1
"First time I watched this I thought it was a dead track... but the more you listen to it, it actually gets better smh...",1,1,1,1
First time listening to JB wanna,2,2,2,-
First time saw the video and figured out it was released on my birthday...You can't imagine the agony I'm going through,0,0,0,0
First time watching this. I seriously fear for the human race now.,0,2,1,-
First video I've ever seen that has more dislikes than likes and deserves it,0,0,0,0
"Firstly it was 3 minutes not 30, secondly, he literally proved Idubbz point by showing off all his stuff 😂",0,2,1,-
flashback to when mumbling and repeating the same thing over and over again was a big deal,2,2,2,-
Flex flex flex bc when u have no personality replace it with a Rolex,2,2,2,-
"Flex flex flex, gotta flex flex flex, cause when you've got no personality replace it with a Rolex.",2,2,2,-
flexing intensifies,2,2,2,-
Flexing is the only way he can stop from crying from losing,1,2,2,-
"Flexing just because someone was ""poor"" in the past (I´m sure that the word poor in this context still means having at least a bit above average annual income) just shows pretty well the trash personality that that human possesses.",0,2,2,-
flow 7/10  rhymes 6/10  lyrics 3/10  beat 7/10    this could have een a great response yet his bars killed it off,0,1,1,-
Flow go crazy tbh,2,2,2,-
Foco no 1B de Visualização❤✌ Gucci Gang 2019 so quem ainda  escuta❤,2,2,2,-
Foda 💥,2,2,2,-
Foda d+ Cara Como Eu Vim Parar Aqui,2,2,2,-
FODA MANO 💪,2,2,2,-
Foda pra caralho 🤟👊,2,2,2,-
Foda pra pacas,2,2,2,-
Foda🦁🔥🇧🇷,2,2,2,-
Fodaaaaa,2,2,2,-
Foi épicamente épico.,2,2,2,-
Following comment is a work of fiction: I would like to thank the universe with it's chaotic ways in making such work of art exist for the masses to view. My favorite movie of 2020.,1,1,1,1
for 5 years i thought the sucky sucky version was the original,0,0,0,0
"For all my fellow weebs: If this movie was a person, it would be Hisoka",0,0,0,0
"For anybody not aware, they changed “free spirited dance group”. When it originally was “twerking group”.",2,2,2,-
"For anyone saying that disliking this trailer or cancelling netflix subscription wont do any help, please know that Netflix's stocks DROPPED by 3.90% as of yesterday because of the cancellations and the public outbreak  Carry on the good work lads!",0,2,0,-
"For anyone wondering what the dislikes were, it was 2.3 million as of 6 days prior to this comment.",0,2,1,-
"For anyone wondering, as of April 8th 2022, this video has 2.3M dislikes.",2,2,2,-
"For anyone wondering, this video currently has 2.3M dislikes 😂",0,2,1,-
for each day that passes the apocalypse ceases to be a fear and becomes a hope,2,2,2,-
For Lil Pump: This hit 1B Views Last Month Be Happy!,1,1,1,1
For me I rate it 5.5 out of 10,0,1,1,-
"For me,  This movie isn't bad at all. for the storyline 7/10, but the cinematography 10000/10.",1,1,1,1
For once i feel proud of pirqting a lot of shit. Get wrecked netflix!,0,0,0,0
For once i will serve my life and loyalty to you Thanos,0,0,0,0
For once im proud to be a pirate!,2,2,2,-
For others they are Ikaris Dane Whitman aKa Black Knight  For me Robb Stark Jon Snow,2,2,2,-
For real like this is a whole mother vibe from any other trailer ngl tho,1,0,0,-
"For real though, the editing is sick 🔥",0,0,0,0
for the 1 million people who disliked this i love you,0,0,0,0
"For the 5 people who will probably see this comment, please don't shame the kids for participating in the roles. Don't witch hunt their families, don't send hate messages. Of all the people who worked on this movie, they deserve the least hate. So please, let's not ruin their future and mentality.",1,2,1,-
For the 56k people who liked this... I find your lack of faith disturbing.,0,0,0,0
"For the 63 phrases that are in his ""diss"" He uses ""I"" & ""me"" 56 times.  Since when are diss tracks supposed to be about the writer?  Proving iDubbbz' point even more lol",0,2,1,-
